AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Rail lines (total route-km),648,China,CHN,Rail lines (total route-km),IS.RRS.TOTL.KM,53992.0,54616.0,56000.0,57566.0,57584.0,57923.0,58656.0,59079.0,59530.0,60446.0,61015.0,62200.0,63412.0,63637.0,60809.0,65491.0,66239.0,66050.0
"Railways, goods transported (million ton-km)",649,China,CHN,"Railways, goods transported (million ton-km)",IS.RRS.GOOD.MT.K6,1246140.0,1287420.0,1292200.0,1304600.0,1163000.0,1257789.0,1333606.0,1424980.0,1507817.0,1647558.0,1828548.0,1934612.0,2055716.0,2211246.0,2511804.0,2523917.0,2451185.0,2562635.0
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),651,China,CHN,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,85.2594344927,85.2420301648,85.2071005917,85.0533740838,85.0000018165,85.047846617,85.078216903,84.8300973683,84.4553275121,84.3016015598,83.9152189684,83.6477987421,83.2911431035,82.9516516717,82.5031876837,82.284977174,81.8298985163,81.8766044528
Real effective exchange rate index (2010 = 100),652,China,CHN,Real effective exchange rate index (2010 = 100),PX.REX.REER,69.6353272555,77.5712928549,85.2530875515,91.7856964283,96.6591109852,91.4981916365,91.4498574976,95.4040900682,93.1973866231,87.0847847464,84.7347455791,84.2564042734,85.5747595793,88.9331488858,97.1141185686,100.412506875,100.0,102.697544959
Refugee population by country or territory of asylum,654,China,CHN,Refugee population by country or territory of asylum,SM.POP.REFG,287066.0,288309.0,290100.0,291507.0,292345.0,293299.0,294110.0,295325.0,297277.0,299354.0,299375.0,301041.0,301027.0,301078.0,300967.0,300989.0,300986.0,301018.0
Refugee population by country or territory of origin,655,China,CHN,Refugee population by country or territory of origin,SM.POP.REFG.OR,113907.0,104693.0,105810.0,106738.0,109402.0,111952.0,110975.0,117409.0,132115.0,132406.0,134724.0,124101.0,140598.0,149095.0,175180.0,180558.0,184602.0,190369.0
Renewable electricity output (% of total electricity output),656,China,CHN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,16.0688753739,17.0317688712,15.5856713218,15.6009346372,16.0235006235,14.8091388126,14.7366272989,16.8959702698,15.6737814083,13.5567525678,14.7522427644,14.8446068544,14.4313924067,14.2474683395,16.5633108725,16.7251293574,17.615744637,16.0243751792
Renewable energy consumption (% of total final energy consumption),657,China,CHN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,30.6934874643,29.106704772,29.6353401657,29.7122150878,29.5233871353,30.3153110187,29.1682486951,29.2734076134,28.5808692517,26.0446176581,23.3465644409,21.824282102,20.7404210335,19.9608721903,20.0145831485,19.7772173766,19.0791252999,18.0164825236
Rural population,661,China,CHN,Rural population,SP.RUR.TOTL,833998460.0,831819843.0,828956742.0,825589438.0,821328874.0,815968942.0,809645853.0,800082679.0,788406300.0,775926016.0,762817902.0,749352182.0,735901746.0,722214159.0,708173810.0,693852712.0,679206337.0,664363135.0
Rural population (% of total population),662,China,CHN,Rural population (% of total population),SP.RUR.TOTL.ZS,69.976,69.039,68.084,67.117,66.133,65.135,64.123,62.907,61.575,60.224,58.856,57.478,56.132,54.801,53.461,52.12,50.774,49.427
"School enrollment, tertiary (% gross)",680,China,CHN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,3.70609,4.50973,5.0668,5.55161,6.09553,6.60974979401,7.75683021545,9.83335018158,12.4198102951,14.9673700333,17.0164794922,18.3408699036,19.5187797546,19.9668998718,20.1872692108,21.823720932,23.3215293884,24.3284091949
"Secondary education, duration (years)",685,China,CHN,"Secondary education, duration (years)",SE.SEC.DURS,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
"Services, etc., value added (% of GDP)",695,China,CHN,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,34.3682159985,33.6555984152,33.5726251636,35.0133136933,37.0587050282,38.5994986013,39.8231844636,41.2687357623,42.3042594337,42.0867486889,41.242601783,41.402172615,41.8917230169,42.9412572373,42.9064469109,44.4479517356,44.2020234628,44.3233802945
"Services, etc., value added (constant 2005 US$)",697,China,CHN,"Services, etc., value added (constant 2005 US$)",NV.SRV.TETC.KD,3.30186146531e+11,3.63547228933e+11,3.97026403661e+11,4.38417764305e+11,4.75262570356e+11,5.19074823704e+11,5.69559293533e+11,6.2783785695e+11,6.9349719081e+11,7.59569847814e+11,8.36211768092e+11,9.39247323475e+11,1.07186500745e+12,1.24398457286e+12,1.37406327136e+12,1.50414196987e+12,1.64980885522e+12,1.80663546526e+12
"Services, etc., value added (constant LCU)",698,China,CHN,"Services, etc., value added (constant LCU)",NV.SRV.TETC.KN,2.30347384615e+12,2.53621038462e+12,2.76977076923e+12,3.05852884615e+12,3.31556884615e+12,3.62121576923e+12,3.97341e+12,4.37997807692e+12,4.83803653846e+12,5.29897846154e+12,5.83365461538e+12,6.55246038462e+12,7.47763962e+12,8.67839538e+12,9.58586192e+12,1.049332846e+13,1.150954269e+13,1.260361038e+13
Surface area (sq. km),713,China,CHN,Surface area (sq. km),AG.SRF.TOTL.K2,9562950.0,9562940.0,9562930.0,9562930.0,9562930.0,9562930.0,9562920.0,9562914.2,9562913.2,9562912.7,9562912.5,9562911.8,9562911.4,9562910.8,9562910.8,9562911.0,9562911.0,9562911.0
"Survival to age 65, female (% of cohort)",714,China,CHN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,78.40634,78.7599,79.11346,79.467011,80.06745,80.66789,81.26833,81.86877,82.469222,82.79569,83.12216,83.44863,83.7751,84.101571,84.45311,84.80465,85.15619,85.50773
"Survival to age 65, male (% of cohort)",715,China,CHN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,71.83161,72.14332,72.45502,72.766728,73.85738,74.94803,76.03868,77.12933,78.219972,78.58189,78.94382,79.30574,79.66766,80.029577,80.32228,80.61499,80.9077,81.20041
Trade (% of GDP),742,China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,42.0595712717,38.4426253644,33.7194696831,33.9511138809,31.6311612241,33.1488661979,39.3612511188,38.2546902886,42.4606204856,51.6118379141,59.446508838,62.8964183161,64.7694579443,62.2805662575,56.8020535296,43.5866134864,49.3325182207,48.830926809
Tuberculosis treatment success rate (% of new cases),747,China,CHN,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,91.0,93.0,94.0,95.0,95.0,95.0,93.0,95.0,92.0,93.0,92.0,92.0,92.0,93.0,93.0,94.0,95.0,95.0
"Unemployment, female (% of female labor force) (modeled ILO estimate)",751,China,CHN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.59999990463,3.79999995232,3.79999995232,3.90000009537,4.0,3.90000009537,3.79999995232,3.79999995232,3.70000004768,3.59999990463,3.59999990463,3.40000009537,3.29999995232,3.09999990463,3.59999990463,3.59999990463,3.40000009537,3.59999990463
"Unemployment, total (% of total labor force) (modeled ILO estimate)",753,China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.30000019073,4.5,4.59999990463,4.59999990463,4.69999980927,4.69999980927,4.5,4.5,4.40000009537,4.30000019073,4.30000019073,4.09999990463,4.0,3.79999995232,4.40000009537,4.40000009537,4.19999980927,4.30000019073
"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",755,China,CHN,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,6.90000009537,7.30000019073,7.40000009537,7.5,7.80000019073,7.80000019073,7.59999990463,7.69999980927,7.5,7.30000019073,7.30000019073,7.0,6.80000019073,6.5,7.40000009537,7.5,7.30000019073,7.5
"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",756,China,CHN,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,9.80000019073,10.3999996185,10.6000003815,10.8000001907,11.1999998093,11.1999998093,10.8999996185,11.0,10.6999998093,10.3999996185,10.3999996185,10.1000003815,9.69999980927,9.19999980927,10.6000003815,10.8000001907,10.3999996185,10.8000001907
"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",757,China,CHN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.39999961853,8.89999961853,9.10000038147,9.19999980927,9.60000038147,9.60000038147,9.30000019073,9.39999961853,9.19999980927,8.89999961853,8.89999961853,8.60000038147,8.30000019073,8.0,9.10000038147,9.30000019073,9.0,9.30000019073
Urban population,758,China,CHN,Urban population,SP.URB.TOTL,357836540.0,373035157.0,388593258.0,404485562.0,420606126.0,436766058.0,452999147.0,471767321.0,491993700.0,512473984.0,533257098.0,554367818.0,575118254.0,595670841.0,616481190.0,637407288.0,658498663.0,679766865.0
Urban population (% of total),759,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,30.024,30.961,31.916,32.883,33.867,34.865,35.877,37.093,38.425,39.776,41.144,42.522,43.868,45.199,46.539,47.88,49.226,50.573
Urban population growth (annual %),760,China,CHN,Urban population growth (annual %),SP.URB.GROW,4.24584059723,4.15963799418,4.08605174394,4.00828550796,3.9080785657,3.77008872977,3.64925271116,4.05956575768,4.19800114765,4.0784035265,3.97537212954,3.88247297576,3.67472809326,3.51125555183,3.43395768889,3.33810246783,3.25536549409,3.17874029877
